context:timestamp,org_abbr,sector,prov,municipality,status,context:location:latitude,context:location:longitude,m_code_str,m_code,
4/24/12 15:00,REACT Philippines (Singapore team),Health,CEBU,BANTAYAN,completed,11.18730000000,123.72600000000,72209000,,
4/24/12 15:00,HOM in coop with HHRD Helping Hand for Relieaf and Development,Health,CEBU,CITY OF BOGO,ongoing,11.02340000000,123.99600000000,72211000,,
4/24/12 15:00,Israeli Defense Force,Health,CEBU,CITY OF BOGO,completed,11.02340000000,123.99600000000,72211000,,
4/24/12 15:00,ALMNS,Health,CEBU,DAANBANTAYAN,completed,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,International Medical Corps,Health,CEBU,DAANBANTAYAN,completed,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,JICA/JSDF - Japan International Cooperation Agency/Japan Self Defense Force,Health,CEBU,DAANBANTAYAN,completed,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,Magna Children at Risk,Health,CEBU,DAANBANTAYAN,completed,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,Magna Children at Risk,Health,CEBU,DAANBANTAYAN,ongoing,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,Magna Children at Risk,Health,CEBU,DAANBANTAYAN,ongoing,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,Magna Children at Risk,Health,CEBU,DAANBANTAYAN,ongoing,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,Philippine Red Cross/ Japan Red Cross/ IFRC,Health,CEBU,DAANBANTAYAN,ongoing,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,World Vision International,Health,CEBU,DAANBANTAYAN,completed,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,World Vision International,Health,CEBU,DAANBANTAYAN,ongoing,11.22700000000,124.02300000000,72221000,,
4/24/12 15:00,Corps Mondial de Secour,Health,CEBU,MEDELLIN,completed,11.14090000000,123.97700000000,72231000,,
4/24/12 15:00,Magna Children at Risk,Health,CEBU,MEDELLIN,ongoing,11.14090000000,123.97700000000,72231000,,
4/24/12 15:00,MER-C Indonesia,Health,CEBU,MEDELLIN,completed,11.14090000000,123.97700000000,72231000,,
4/24/12 15:00,LandsAid,Health,CEBU,SAN REMIGIO,completed,10.98360000000,123.93600000000,72243000,,
4/24/12 15:00,SAMU Sevilla,Health,Leyte,SANTA FE,completed,11.18870000000,124.93600000000,83744000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
4/24/12 15:00,Asian Hope Tree,Health,CEBU,TABOGON,completed,10.93400000000,124.00000000000,72248000,,
